Entry	Protein names	Gene names	Length	Entry name
Q13232	Nucleoside diphosphate kinase 3 (NDK 3) (NDP kinase 3) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase C) (NDPKC) (nm23-H3)	NME3	169	NDK3_HUMAN
O00746	Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)	NME4 NM23D	187	NDKM_HUMAN
O15160	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)	POLR1C POLR1E	346	RPAC1_HUMAN
Q92753	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)	RORB NR1F2 RZRB	470	RORB_HUMAN
Q9UN36	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613)	NDRG2 KIAA1248 SYLD	371	NDRG2_HUMAN
O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a)	NDUFA7	113	NDUA7_HUMAN
O95169	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)	NDUFB8	186	NDUB8_HUMAN
O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	463	NDUS2_HUMAN
O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	210	NDUS8_HUMAN
Q9HB58	Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110)	SP110	689	SP110_HUMAN
O43493	Trans-Golgi network integral membrane protein 2 (Trans-Golgi network glycoprotein 46) (TGN38 homolog) (hTGN46) (Trans-Golgi network glycoprotein 48) (hTGN48) (Trans-Golgi network glycoprotein 51) (hTGN51) (Trans-Golgi network protein 2)	TGOLN2 TGN46 TGN51	437	TGON2_HUMAN
P20929	Nebulin	NEB	6669	NEBU_HUMAN
P53384	Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1)	NUBP1 NBP NBP1	320	NUBP1_HUMAN
P80303	Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]	NUCB2 NEFA	420	NUCB2_HUMAN
Q9NV92	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413)	NDFIP2 KIAA1165 N4WBP5A	336	NFIP2_HUMAN
Q9BT67	NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein)	NDFIP1 N4WBP5 PSEC0192 PSEC0223	221	NFIP1_HUMAN
P37088	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)	SCNN1A SCNN1	669	SCNNA_HUMAN
P51170	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	SCNN1G	649	SCNNG_HUMAN
O14669	Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2)	PRRG2 PRGP2 TMG2	202	TMG2_HUMAN
Q96G27	WW domain-binding protein 1 (WBP-1)	WBP1	269	WBP1_HUMAN
Q969T9	WW domain-binding protein 2 (WBP-2)	WBP2	261	WBP2_HUMAN
Q96LD8	Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)	SENP8 DEN1 NEDP1 PRSC2 FKSG8	212	SENP8_HUMAN
Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	UBA3 UBE1C	463	UBA3_HUMAN
P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	UCHL3	230	UCHL3_HUMAN
Q13564	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	NAE1 APPBP1 HPP1	534	ULA1_HUMAN
Q8NG66	Serine/threonine-protein kinase Nek11 (EC 2.7.11.1) (Never in mitosis A-related kinase 11) (NimA-related protein kinase 11)	NEK11	645	NEK11_HUMAN
P51956	Serine/threonine-protein kinase Nek3 (EC 2.7.11.1) (HSPK 36) (Never in mitosis A-related kinase 3) (NimA-related protein kinase 3)	NEK3	506	NEK3_HUMAN
Q9H3P2	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	528	NELFA_HUMAN
P18615	Negative elongation factor E (NELF-E) (RNA-binding protein RD)	NELFE RD RDBP	380	NELFE_HUMAN
Q13685	Angio-associated migratory cell protein	AAMP	434	AAMP_HUMAN
Q7Z6J6	FERM domain-containing protein 5	FRMD5	570	FRMD5_HUMAN
Q8N8Q3	Endonuclease V (hEndoV) (EC 3.1.26.-) (Inosine-specific endoribonuclease)	ENDOV	282	ENDOV_HUMAN
Q15836	Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)	VAMP3 SYB3	100	VAMP3_HUMAN
Q92979	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	EMG1 C2F	244	NEP1_HUMAN
Q93015	N-alpha-acetyltransferase 80 (HsNAAA80) (EC 2.3.1.-) (N-acetyltransferase 6) (Protein fusion-2) (Protein fus-2)	NAA80 FUS2 NAT6	286	NAA80_HUMAN
Q99436	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	277	PSB7_HUMAN
Q6IAP1	HYAL3 protein (N-acetyltransferase 6, isoform CRA_a) (cDNA, FLJ94421, Homo sapiens putative tumor suppressor (FUS2), mRNA)	HYAL3 NAT6 hCG_2039743	286	Q6IAP1_HUMAN
Q86SZ9	Full-length cDNA clone CS0DJ006YA22 of T cells (Jurkat cell line) of Homo sapiens (human) (Fragment)		174	Q86SZ9_HUMAN
Q86U62	Proteasome subunit beta (EC 3.4.25.1)		277	Q86U62_HUMAN
Q96DW6	Mitochondrial glycine transporter (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)	SLC25A38	304	S2538_HUMAN
P48681	Nestin	NES Nbla00170	1621	NEST_HUMAN
O00634	Netrin-3 (Netrin-2-like protein)	NTN3 NTN2L	580	NET3_HUMAN
Q92859	Neogenin (Immunoglobulin superfamily DCC subclass member 2)	NEO1 IGDCC2 NGN	1461	NEO1_HUMAN
Q8WWR8	Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4)	NEU4 LP5125	484	NEUR4_HUMAN
Q9HB89	Neuromedin-U receptor 1 (NMU-R1) (G-protein coupled receptor 66) (G-protein coupled receptor FM-3)	NMUR1 GPR66	426	NMUR1_HUMAN
Q8NCF5	NFATC2-interacting protein (45 kDa NF-AT-interacting protein) (45 kDa NFAT-interacting protein) (Nuclear factor of activated T-cells, cytoplasmic 2-interacting protein)	NFATC2IP NIP45	419	NF2IP_HUMAN
P07197	Neurofilament medium polypeptide (NF-M) (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	NEFM NEF3 NFM	916	NFM_HUMAN
P08651	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	NFIC NFI	508	NFIC_HUMAN
Q16524	DNA-binding protein (Fragment)	ZNF	97	Q16524_HUMAN
Q9BRT6	Protein LLP homolog (Protein LAPS18-like)	LLPH C12orf31 cPERP-G	129	LLPH_HUMAN
Q9H0I9	Transketolase-like protein 2 (EC 2.2.1.1)	TKTL2	626	TKTL2_HUMAN
P31314	T-cell leukemia homeobox protein 1 (Homeobox protein Hox-11) (Proto-oncogene TCL-3) (T-cell leukemia/lymphoma protein 3)	TLX1 HOX11 TCL3	330	TLX1_HUMAN
Q96J77	Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)	TPD52L3	140	TPD55_HUMAN
Q8WYQ9	Zinc finger CCHC domain-containing protein 14 (BDG-29)	ZCCHC14 KIAA0579	949	ZCH14_HUMAN
Q9P0L1	Zinc finger protein with KRAB and SCAN domains 7 (Zinc finger protein 167) (Zinc finger protein 448) (Zinc finger protein 64)	ZKSCAN7 ZNF167 ZNF448 ZNF64	754	ZKSC7_HUMAN
Q14690	Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)	PDCD11 KIAA0185	1871	RRP5_HUMAN
Q01201	Transcription factor RelB (I-Rel)	RELB	579	RELB_HUMAN
Q9UPN7	Serine/threonine-protein phosphatase 6 regulatory subunit 1 (SAPS domain family member 1)	PPP6R1 KIAA1115 PP6R1 SAPS1	881	PP6R1_HUMAN
O95278	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A	331	EPM2A_HUMAN
Q9UJF2	Ras GTPase-activating protein nGAP (RAS protein activator-like 2)	RASAL2 NGAP	1139	NGAP_HUMAN
Q9NPG2	Neuroglobin	NGB	151	NGB_HUMAN
P14415	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	ATP1B2	290	AT1B2_HUMAN
Q01973	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)	ROR1 NTRKR1	937	ROR1_HUMAN
Q9NSA0	Solute carrier family 22 member 11 (Organic anion transporter 4)	SLC22A11 OAT4	550	S22AB_HUMAN
Q9GZV5	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	400	WWTR1_HUMAN
P49755	Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)	TMED10 TMP21	219	TMEDA_HUMAN
P19474	E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (RING-type E3 ubiquitin transferase TRIM21) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21)	TRIM21 RNF81 RO52 SSA1	475	RO52_HUMAN
Q9H773	dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein)	DCTPP1 XTP3TPA CDA03	170	DCTP1_HUMAN
Q9Y221	60S ribosome subunit biogenesis protein NIP7 homolog (KD93)	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78	180	NIP7_HUMAN
Q76FK4	Nucleolar protein 8 (Nucleolar protein Nop132)	NOL8 C9orf34 NOP132	1167	NOL8_HUMAN
Q9BPW8	Protein NipSnap homolog 1 (NipSnap1)	NIPSNAP1	284	NIPS1_HUMAN
Q86X76	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	NIT1	327	NIT1_HUMAN
Q86V42	Protein FAM124A	FAM124A	546	F124A_HUMAN
Q969F2	Protein naked cuticle homolog 2 (Naked-2) (hNkd2)	NKD2	451	NKD2_HUMAN
Q29983	MHC class I polypeptide-related sequence A (MIC-A)	MICA PERB11.1	383	MICA_HUMAN
O95096	Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B)	NKX2-2 NKX2.2 NKX2B	273	NKX22_HUMAN
Q13516	Oligodendrocyte transcription factor 2 (Oligo2) (Class B basic helix-loop-helix protein 1) (bHLHb1) (Class E basic helix-loop-helix protein 19) (bHLHe19) (Protein kinase C-binding protein 2) (Protein kinase C-binding protein RACK17)	OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17	323	OLIG2_HUMAN
Q9P126	C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)	CLEC1B CLEC2 UNQ721/PRO1384	229	CLC1B_HUMAN
P13994	Coiled-coil domain-containing protein 130 (9 kDa protein)	CCDC130 SB115	396	CC130_HUMAN
Q7L8J4	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133	393	3BP5L_HUMAN
Q14957	Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)	GRIN2C NMDAR2C	1233	NMDE3_HUMAN
Q8WY41	Nanos homolog 1 (NOS-1) (EC_Rep1a)	NANOS1 NOS1	292	NANO1_HUMAN
Q8N4P3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)	HDDC3 MESH1	179	MESH1_HUMAN
Q9XRX5	HERV-H LTR-associating protein 3 (Human endogenous retrovirus-H long terminal repeat-associating protein 3)	HHLA3	114	HHLA3_HUMAN
Q9Y6C2	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	EMILIN1 EMI	1016	EMIL1_HUMAN
Q14765	Signal transducer and activator of transcription 4	STAT4	748	STAT4_HUMAN
P48645	Neuromedin-U [Cleaved into: Neuromedin precursor-related peptide 36 (NURP36); Neuromedin precursor-related peptide 33 (NURP33); Neuromedin-U-25 (NmU-25)]	NMU	174	NMU_HUMAN
Q9NP64	Nucleolar protein of 40 kDa (pNO40) (Pnn-interacting nucleolar protein) (Putative S1 RNA-binding domain protein) (PS1D protein) (Zinc finger CCHC domain-containing protein 17)	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	241	NO40_HUMAN
Q92791	Endoplasmic reticulum protein SC65 (Leprecan-like protein 4) (Nucleolar autoantigen No55) (Prolyl 3-hydroxylase family member 4) (Synaptonemal complex protein SC65)	P3H4 LEPREL4 NOL55 SC65	437	SC65_HUMAN
Q9Y239	Nucleotide-binding oligomerization domain-containing protein 1 (Caspase recruitment domain-containing protein 4)	NOD1 CARD4	953	NOD1_HUMAN
Q9HC29	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15) (Inflammatory bowel disease protein 1)	NOD2 CARD15 IBD1	1040	NOD2_HUMAN
Q99784	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)	OLFM1 NOE1 NOEL1	485	NOE1_HUMAN
P41567	Eukaryotic translation initiation factor 1 (eIF1) (A121) (Protein translation factor SUI1 homolog) (Sui1iso1)	EIF1 SUI1	113	EIF1_HUMAN
A2RRP1	Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)	NBAS NAG	2371	NBAS_HUMAN
P17050	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	NAGA	411	NAGAB_HUMAN
Q4ZG05	Uncharacterized protein NAG (Fragment)	NAG	37	Q4ZG05_HUMAN
Q96DV6	40S ribosomal protein S6	RPS6	249	Q96DV6_HUMAN
Q9BZE4	Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB)	GTPBP4 CRFG NOG1	634	NOG1_HUMAN
Q5SXX4	Ethanolamine kinase 2	ETNK2	68	Q5SXX4_HUMAN
Q9NVF9	Ethanolamine kinase 2 (EKI 2) (EC 2.7.1.82) (Ethanolamine kinase-like protein)	ETNK2 EKI2 HMFT1716	386	EKI2_HUMAN
Q7L523	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	RRAGA	313	RRAGA_HUMAN
Q9NY12	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	GAR1 NOLA1	217	GAR1_HUMAN
Q14978	Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)	NOLC1 KIAA0035 NS5ATP13	699	NOLC1_HUMAN
Q9P1U0	DNA-directed RNA polymerase I subunit RPA12 (DNA-directed RNA polymerase I subunit H) (Zinc ribbon domain-containing protein 1)	POLR1H RPA12 ZNRD1	126	RPA12_HUMAN
Q9Y314	Nitric oxide synthase-interacting protein (E3 ubiquitin-protein ligase NOSIP) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase NOSIP) (eNOS-interacting protein)	NOSIP CGI-25	301	NOSIP_HUMAN
Q8IVI9	Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)	NOSTRIN	506	NOSTN_HUMAN
Q9Y644	Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	RFNG	331	RFNG_HUMAN
Q9NR61	Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4)	DLL4 UNQ1895/PRO4341	685	DLL4_HUMAN
P51513	RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Onconeural ventral antigen 1) (Paraneoplastic Ri antigen) (Ventral neuron-specific protein 1)	NOVA1	507	NOVA1_HUMAN
P62875	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)	POLR2L	67	RPAB5_HUMAN
P69905	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)	HBA1; HBA2	142	HBA_HUMAN
Q9BTV5	Fibronectin type III and SPRY domain-containing protein 1 (MID1-related protein 1) (Microtubule-associated protein GLFND)	FSD1 GLFND MIR1 VLP27	496	FSD1_HUMAN
Q9ULW6	Nucleosome assembly protein 1-like 2 (Brain-specific protein, X-linked)	NAP1L2 BPX	460	NP1L2_HUMAN
Q99733	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2	375	NP1L4_HUMAN
Q92890	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	307	UFD1_HUMAN
Q16612	Neuronal regeneration-related protein (Neuronal protein 3.1) (Protein p311)	NREP C5orf13 P311	68	NREP_HUMAN
Q99743	Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4)	NPAS2 BHLHE9 MOP4 PASD4	824	NPAS2_HUMAN
Q8IUM7	Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10)	NPAS4 BHLHE79 NXF PASD10	802	NPAS4_HUMAN
Q9HBZ2	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (Class E basic helix-loop-helix protein 1) (bHLHe1)	ARNT2 BHLHE1 KIAA0307	717	ARNT2_HUMAN
P48146	Neuropeptides B/W receptor type 2 (G-protein coupled receptor 8)	NPBWR2 GPR8	333	NPBW2_HUMAN
Q8NG41	Neuropeptide B (Preproprotein L7) (hPPL7) [Cleaved into: Neuropeptide B-23 (NPB23) (hL7); Neuropeptide B-29 (NPB29) (hL7C)]	NPB PPL7 PPNPB	125	NPB_HUMAN
O15130	Pro-FMRFamide-related neuropeptide FF (FMRFamide-related peptides) [Cleaved into: Neuropeptide SF (NPSF); Neuropeptide FF (NPFF); Neuropeptide AF (NPAF)]	NPFF	113	NPFF_HUMAN
Q9Y5X5	Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77) (Neuropeptide G-protein coupled receptor)	NPFFR2 GPR74 NPFF2 NPGPR	522	NPFF2_HUMAN
O75161	Nephrocystin-4 (Nephroretinin)	NPHP4 KIAA0673	1426	NPHP4_HUMAN
Q96KN7	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	RPGRIP1	1286	RPGR1_HUMAN
O75607	Nucleoplasmin-3	NPM3	178	NPM3_HUMAN
P34913	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	EPHX2	555	HYES_HUMAN
Q15818	Neuronal pentraxin-1 (NP1) (Neuronal pentraxin I) (NP-I)	NPTX1	432	NPTX1_HUMAN
P47972	Neuronal pentraxin-2 (NP2) (Neuronal pentraxin II) (NP-II)	NPTX2	431	NPTX2_HUMAN
Q8N729	Neuropeptide W (Preproprotein L8) (hPPL8) [Cleaved into: Neuropeptide W-23 (NPW23) (hL8); Neuropeptide W-30 (NPW30) (hL8C)]	NPW PPL8 PPNPW	165	NPW_HUMAN
P10082	Peptide YY (PYY) (PYY-I) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)]	PYY	97	PYY_HUMAN
P50391	Neuropeptide Y receptor type 4 (NPY4-R) (Pancreatic polypeptide receptor 1) (PP1)	NPY4R PPYR1	375	NPY4R_HUMAN
Q15761	Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor)	NPY5R NPYR5	445	NPY5R_HUMAN
P01303	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	NPY	97	NPY_HUMAN
Q96RI1	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	NR1H4 BAR FXR HRR1 RIP14	486	NR1H4_HUMAN
Q86VZ6	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	JAZF1 TIP27 ZNF802	243	JAZF1_HUMAN
P10588	Nuclear receptor subfamily 2 group F member 6 (V-erbA-related protein 2) (EAR-2)	NR2F6 EAR2 ERBAL2	404	NR2F6_HUMAN
P43354	Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor)	NR4A2 NOT NURR1 TINUR	598	NR4A2_HUMAN
O00482	Nuclear receptor subfamily 5 group A member 2 (Alpha-1-fetoprotein transcription factor) (B1-binding factor) (hB1F) (CYP7A promoter-binding factor) (Hepatocytic transcription factor) (Liver receptor homolog 1) (LRH-1)	NR5A2 B1F CPF FTF	541	NR5A2_HUMAN
Q15466	Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner)	NR0B2 SHP	257	NR0B2_HUMAN
Q96F24	Nuclear receptor-binding factor 2 (NRBF-2) (Comodulator of PPAR and RXR)	NRBF2 COPR	287	NRBF2_HUMAN
Q9UHY1	Nuclear receptor-binding protein	NRBP1 BCON3 NRBP	535	NRBP_HUMAN
Q9Y3B4	Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006	125	SF3B6_HUMAN
O14786	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)	NRP1 NRP VEGF165R	923	NRP1_HUMAN
P49763	Placenta growth factor (PlGF)	PGF PGFL PLGF	221	PLGF_HUMAN
Q6WZM0	Vascular endothelial growth factor A splice variant VEGF 117	VEGF	143	Q6WZM0_HUMAN
Q14563	Semaphorin-3A (Semaphorin III) (Sema III)	SEMA3A SEMAD	771	SEM3A_HUMAN
Q13214	Semaphorin-3B (Sema A(V)) (Semaphorin-V) (Sema V)	SEMA3B SEMA5 SEMAA	749	SEM3B_HUMAN
Q99985	Semaphorin-3C (Semaphorin-E) (Sema E)	SEMA3C SEMAE	751	SEM3C_HUMAN
O95025	Semaphorin-3D	SEMA3D UNQ760/PRO1491	777	SEM3D_HUMAN
O15041	Semaphorin-3E	SEMA3E KIAA0331 SEMAH	775	SEM3E_HUMAN
Q13275	Semaphorin-3F (Sema III/F) (Semaphorin IV) (Sema IV)	SEMA3F	785	SEM3F_HUMAN
P49765	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	VEGFB VRF	207	VEGFB_HUMAN
P49767	Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP)	VEGFC	419	VEGFC_HUMAN
Q99748	Neurturin	NRTN	197	NRTN_HUMAN
O00451	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	464	GFRA2_HUMAN
