Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q96ST3	SIN3A_HUMAN	reviewed	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A	Homo sapiens (Human)	1273
O75182	SIN3B_HUMAN	reviewed	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	SIN3B KIAA0700	Homo sapiens (Human)	1162
O14893	GEMI2_HUMAN	reviewed	Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1)	GEMIN2 SIP1	Homo sapiens (Human)	280
Q9P1W8	SIRPG_HUMAN	reviewed	Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)	SIRPG SIRPB2	Homo sapiens (Human)	387
Q8IXJ6	SIR2_HUMAN	reviewed	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	389
Q8N6T7	SIR6_HUMAN	reviewed	NAD-dependent protein deacetylase sirtuin-6 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 6) (SIR2-like protein 6)	SIRT6 SIR2L6	Homo sapiens (Human)	355
O15304	SIVA_HUMAN	reviewed	Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP)	SIVA1 SIVA	Homo sapiens (Human)	175
Q9NPC8	SIX2_HUMAN	reviewed	Homeobox protein SIX2 (Sine oculis homeobox homolog 2)	SIX2	Homo sapiens (Human)	291
Q96BD8	SKA1_HUMAN	reviewed	Spindle and kinetochore-associated protein 1	SKA1 C18orf24	Homo sapiens (Human)	255
Q8WVK7	SKA2_HUMAN	reviewed	Spindle and kinetochore-associated protein 2 (Protein FAM33A)	SKA2 FAM33A	Homo sapiens (Human)	121
Q86WV1	SKAP1_HUMAN	reviewed	Src kinase-associated phosphoprotein 1 (Src family-associated phosphoprotein 1) (Src kinase-associated phosphoprotein of 55 kDa) (SKAP-55) (pp55)	SKAP1 SCAP1 SKAP55	Homo sapiens (Human)	359
P12755	SKI_HUMAN	reviewed	Ski oncogene (Proto-oncogene c-Ski)	SKI	Homo sapiens (Human)	728
P12757	SKIL_HUMAN	reviewed	Ski-like protein (Ski-related oncogene) (Ski-related protein)	SKIL SNO	Homo sapiens (Human)	684
Q15477	SKIV2_HUMAN	reviewed	Helicase SKI2W (Ski2) (EC 3.6.4.-) (Helicase-like protein) (HLP)	SKIV2L DDX13 SKI2W SKIV2 W	Homo sapiens (Human)	1246
P63208	SKP1_HUMAN	reviewed	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L	Homo sapiens (Human)	163
Q13309	SKP2_HUMAN	reviewed	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1	Homo sapiens (Human)	424
Q5T5P2	SKT_HUMAN	reviewed	Sickle tail protein homolog	KIAA1217 SKT	Homo sapiens (Human)	1943
P19634	SL9A1_HUMAN	reviewed	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1	Homo sapiens (Human)	815
P48764	SL9A3_HUMAN	reviewed	Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)	SLC9A3 NHE3	Homo sapiens (Human)	834
Q9UIB8	SLAF5_HUMAN	reviewed	SLAM family member 5 (Cell surface antigen MAX.3) (Hly9-beta) (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84)	CD84 SLAMF5	Homo sapiens (Human)	345
Q9NQ25	SLAF7_HUMAN	reviewed	SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319)	SLAMF7 CS1 UNQ576/PRO1138	Homo sapiens (Human)	335
Q13239	SLAP1_HUMAN	reviewed	Src-like-adapter (Src-like-adapter protein 1) (SLAP-1) (hSLAP)	SLA SLAP SLAP1	Homo sapiens (Human)	276
Q9H6Q3	SLAP2_HUMAN	reviewed	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261
Q14493	SLBP_HUMAN	reviewed	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	SLBP HBP	Homo sapiens (Human)	270
Q8NEV8	EXPH5_HUMAN	reviewed	Exophilin-5 (Synaptotagmin-like protein homolog lacking C2 domains b) (SlaC2-b) (Slp homolog lacking C2 domains b)	EXPH5 KIAA0624 SLAC2B	Homo sapiens (Human)	1989
P03973	SLPI_HUMAN	reviewed	Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4)	SLPI WAP4 WFDC4	Homo sapiens (Human)	132
O95391	SLU7_HUMAN	reviewed	Pre-mRNA-splicing factor SLU7 (hSlu7)	SLU7	Homo sapiens (Human)	586
O75995	SASH3_HUMAN	reviewed	SAM and SH3 domain-containing protein 3 (SH3 protein expressed in lymphocytes homolog)	SASH3 CXorf9 SLY	Homo sapiens (Human)	380
Q15797	SMAD1_HUMAN	reviewed	Mothers against decapentaplegic homolog 1 (MAD homolog 1) (Mothers against DPP homolog 1) (JV4-1) (Mad-related protein 1) (SMAD family member 1) (SMAD 1) (Smad1) (hSMAD1) (Transforming growth factor-beta-signaling protein 1) (BSP-1)	SMAD1 BSP1 MADH1 MADR1	Homo sapiens (Human)	465
Q15796	SMAD2_HUMAN	reviewed	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2)	SMAD2 MADH2 MADR2	Homo sapiens (Human)	467
P84022	SMAD3_HUMAN	reviewed	Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3) (JV15-2) (SMAD family member 3) (SMAD 3) (Smad3) (hSMAD3)	SMAD3 MADH3	Homo sapiens (Human)	425
Q13485	SMAD4_HUMAN	reviewed	Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4) (SMAD family member 4) (SMAD 4) (Smad4) (hSMAD4)	SMAD4 DPC4 MADH4	Homo sapiens (Human)	552
Q99717	SMAD5_HUMAN	reviewed	Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5)	SMAD5 MADH5	Homo sapiens (Human)	465
O43541	SMAD6_HUMAN	reviewed	Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6) (hSMAD6)	SMAD6 MADH6	Homo sapiens (Human)	496
O15105	SMAD7_HUMAN	reviewed	Mothers against decapentaplegic homolog 7 (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8) (SMAD family member 7) (SMAD 7) (Smad7) (hSMAD7)	SMAD7 MADH7 MADH8	Homo sapiens (Human)	426
O15198	SMAD9_HUMAN	reviewed	Mothers against decapentaplegic homolog 9 (MAD homolog 9) (Mothers against DPP homolog 9) (Madh6) (SMAD family member 9) (SMAD 9) (Smad9)	SMAD9 MADH6 MADH9 SMAD8	Homo sapiens (Human)	467
O00193	SMAP_HUMAN	reviewed	Small acidic protein	SMAP C11orf58	Homo sapiens (Human)	183
Q14683	SMC1A_HUMAN	reviewed	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233
O95347	SMC2_HUMAN	reviewed	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)	SMC2 CAPE SMC2L1 PRO0324	Homo sapiens (Human)	1197
Q9UQE7	SMC3_HUMAN	reviewed	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)	SMC3 BAM BMH CSPG6 SMC3L1	Homo sapiens (Human)	1217
Q9NTJ3	SMC4_HUMAN	reviewed	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog)	SMC4 CAPC SMC4L1	Homo sapiens (Human)	1288
Q8IY18	SMC5_HUMAN	reviewed	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5)	SMC5 KIAA0594 SMC5L1	Homo sapiens (Human)	1101
P51531	SMCA2_HUMAN	reviewed	Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (hBRM) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)	SMARCA2 BAF190B BRM SNF2A SNF2L2	Homo sapiens (Human)	1590
P51532	SMCA4_HUMAN	reviewed	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Homo sapiens (Human)	1647
O60264	SMCA5_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	Homo sapiens (Human)	1052
Q969G3	SMCE1_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	SMARCE1 BAF57	Homo sapiens (Human)	411
Q96C03	MID49_HUMAN	reviewed	Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein)	MIEF2 MID49 SMCR7	Homo sapiens (Human)	454
P62314	SMD1_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	SNRPD1	Homo sapiens (Human)	119
P62316	SMD2_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2 SNRPD1	Homo sapiens (Human)	118
P62318	SMD3_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SNRPD3	Homo sapiens (Human)	126
Q5MIZ7	P4R3B_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2)	PPP4R3B KIAA1387 PP4R3B SMEK2	Homo sapiens (Human)	849
Q96Q15	SMG1_HUMAN	reviewed	Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)	SMG1 ATX KIAA0421 LIP	Homo sapiens (Human)	3661
Q9NRT5	SMG64_HUMAN		Deleted.			
Q92540	SMG7_HUMAN	reviewed	Protein SMG7 (EST1-like protein C) (SMG-7 homolog) (hSMG-7)	SMG7 C1orf16 EST1C KIAA0250	Homo sapiens (Human)	1137
Q16637	SMN_HUMAN	reviewed	Survival motor neuron protein (Component of gems 1) (Gemin-1)	SMN1 SMN SMNT; SMN2 SMNC	Homo sapiens (Human)	294
Q92922	SMRC1_HUMAN	reviewed	SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1)	SMARCC1 BAF155	Homo sapiens (Human)	1105
Q8TAQ2	SMRC2_HUMAN	reviewed	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	SMARCC2 BAF170	Homo sapiens (Human)	1214
Q96GM5	SMRD1_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit)	SMARCD1 BAF60A	Homo sapiens (Human)	515
Q92925	SMRD2_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)	SMARCD2 BAF60B PRO2451	Homo sapiens (Human)	531
Q6STE5	SMRD3_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C)	SMARCD3 BAF60C	Homo sapiens (Human)	483
Q9HCE7	SMUF1_HUMAN	reviewed	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	Homo sapiens (Human)	757
Q9HAU4	SMUF2_HUMAN	reviewed	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748
Q53HV7	SMUG1_HUMAN	reviewed	Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-)	SMUG1	Homo sapiens (Human)	270
Q8NB12	SMYD1_HUMAN	reviewed	Histone-lysine N-methyltransferase SMYD1 (EC 2.1.1.354) (SET and MYND domain-containing protein 1)	SMYD1	Homo sapiens (Human)	490
Q8IYR2	SMYD4_HUMAN	reviewed	SET and MYND domain-containing protein 4 (EC 2.1.1.-)	SMYD4 KIAA1936	Homo sapiens (Human)	804
P57059	SIK1_HUMAN	reviewed	Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK)	SIK1 SIK SNF1LK	Homo sapiens (Human)	783
Q9H0K1	SIK2_HUMAN	reviewed	Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2)	SIK2 KIAA0781 QIK SNF1LK2	Homo sapiens (Human)	926
P54920	SNAA_HUMAN	reviewed	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)	NAPA SNAPA	Homo sapiens (Human)	295
Q9H115	SNAB_HUMAN	reviewed	Beta-soluble NSF attachment protein (SNAP-beta) (N-ethylmaleimide-sensitive factor attachment protein beta)	NAPB SNAPB	Homo sapiens (Human)	298
Q9Y6H5	SNCAP_HUMAN	reviewed	Synphilin-1 (Sph1) (Alpha-synuclein-interacting protein)	SNCAIP	Homo sapiens (Human)	919
Q7KZF4	SND1_HUMAN	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)	SND1 TDRD11	Homo sapiens (Human)	910
Q12824	SNF5_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5)	SMARCB1 BAF47 INI1 SNF5L1	Homo sapiens (Human)	385
Q96H20	SNF8_HUMAN	reviewed	Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22)	SNF8 EAP30	Homo sapiens (Human)	258
Q8TAD8	SNIP1_HUMAN	reviewed	Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1)	SNIP1	Homo sapiens (Human)	396
Q9C0H9	SRCN1_HUMAN	reviewed	SRC kinase signaling inhibitor 1 (SNAP-25-interacting protein) (SNIP) (p130Cas-associated protein) (p140Cap)	SRCIN1 KIAA1684 P140 SNIP	Homo sapiens (Human)	1183
O00161	SNP23_HUMAN	reviewed	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	SNAP23	Homo sapiens (Human)	211
P60880	SNP25_HUMAN	reviewed	Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)	SNAP25 SNAP	Homo sapiens (Human)	206
O95721	SNP29_HUMAN	reviewed	Synaptosomal-associated protein 29 (SNAP-29) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	SNAP29	Homo sapiens (Human)	258
Q16533	SNPC1_HUMAN	reviewed	snRNA-activating protein complex subunit 1 (SNAPc subunit 1) (Proximal sequence element-binding transcription factor subunit gamma) (PSE-binding factor subunit gamma) (PTF subunit gamma) (Small nuclear RNA-activating complex polypeptide 1) (snRNA-activating protein complex 43 kDa subunit) (SNAPc 43 kDa subunit)	SNAPC1 SNAP43	Homo sapiens (Human)	368
Q13487	SNPC2_HUMAN	reviewed	snRNA-activating protein complex subunit 2 (SNAPc subunit 2) (Proximal sequence element-binding transcription factor subunit delta) (PSE-binding factor subunit delta) (PTF subunit delta) (Small nuclear RNA-activating complex polypeptide 2) (snRNA-activating protein complex 45 kDa subunit) (SNAPc 45 kDa subunit)	SNAPC2 SNAP45	Homo sapiens (Human)	334
O15079	SNPH_HUMAN	reviewed	Syntaphilin	SNPH KIAA0374	Homo sapiens (Human)	494
Q9NRH2	SNRK_HUMAN	reviewed	SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase)	SNRK KIAA0096 SNFRK	Homo sapiens (Human)	765
P09012	SNRPA_HUMAN	reviewed	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	Homo sapiens (Human)	282
Q13424	SNTA1_HUMAN	reviewed	Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1 acidic component 1) (Pro-TGF-alpha cytoplasmic domain-interacting protein 1) (TACIP1) (Syntrophin-1)	SNTA1 SNT1	Homo sapiens (Human)	505
Q13884	SNTB1_HUMAN	reviewed	Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (BSYN2) (Syntrophin-2) (Tax interaction protein 43) (TIP-43)	SNTB1 SNT2B1	Homo sapiens (Human)	538
Q13425	SNTB2_HUMAN	reviewed	Beta-2-syntrophin (59 kDa dystrophin-associated protein A1 basic component 2) (Syntrophin-3) (SNT3) (Syntrophin-like) (SNTL)	SNTB2 D16S2531E SNT2B2 SNTL	Homo sapiens (Human)	540
Q13573	SNW1_HUMAN	reviewed	SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein)	SNW1 SKIIP SKIP	Homo sapiens (Human)	536
Q13596	SNX1_HUMAN	reviewed	Sorting nexin-1	SNX1	Homo sapiens (Human)	522
Q9Y343	SNX24_HUMAN	reviewed	Sorting nexin-24	SNX24 SBBI31 UNQ654/PRO1284	Homo sapiens (Human)	169
Q9UNH7	SNX6_HUMAN	reviewed	Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]	SNX6	Homo sapiens (Human)	406
Q9UNH6	SNX7_HUMAN	reviewed	Sorting nexin-7	SNX7	Homo sapiens (Human)	387
Q9Y5X1	SNX9_HUMAN	reviewed	Sorting nexin-9 (SH3 and PX domain-containing protein 1) (Protein SDP1) (SH3 and PX domain-containing protein 3A)	SNX9 SH3PX1 SH3PXD3A	Homo sapiens (Human)	595
O15524	SOCS1_HUMAN	reviewed	Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3)	SOCS1 SSI1 TIP3	Homo sapiens (Human)	211
O14508	SOCS2_HUMAN	reviewed	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198
O14543	SOCS3_HUMAN	reviewed	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3)	SOCS3 CIS3 SSI3	Homo sapiens (Human)	225
Q8WXH5	SOCS4_HUMAN	reviewed	Suppressor of cytokine signaling 4 (SOCS-4) (Suppressor of cytokine signaling 7) (SOCS-7)	SOCS4 SOCS7	Homo sapiens (Human)	440
O75159	SOCS5_HUMAN	reviewed	Suppressor of cytokine signaling 5 (SOCS-5) (Cytokine-inducible SH2 protein 6) (CIS-6) (Cytokine-inducible SH2-containing protein 5)	SOCS5 CIS6 CISH5 CISH6 KIAA0671	Homo sapiens (Human)	536
O14544	SOCS6_HUMAN	reviewed	Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4)	SOCS6 CIS4 SOCS4	Homo sapiens (Human)	535
O14512	SOCS7_HUMAN	reviewed	Suppressor of cytokine signaling 7 (SOCS-7) (Nck, Ash and phospholipase C gamma-binding protein) (Nck-associated protein 4) (NAP-4)	SOCS7 NAP4 SOCS6	Homo sapiens (Human)	581
P00441	SODC_HUMAN	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	SOD1	Homo sapiens (Human)	154
P18583	SON_HUMAN	reviewed	Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)	SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312	Homo sapiens (Human)	2426
Q8WY21	SORC1_HUMAN	reviewed	VPS10 domain-containing receptor SorCS1 (hSorCS)	SORCS1 SORCS	Homo sapiens (Human)	1168
P30626	SORCN_HUMAN	reviewed	Sorcin (22 kDa protein) (CP-22) (CP22) (V19)	SRI	Homo sapiens (Human)	198
Q99523	SORT_HUMAN	reviewed	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	SORT1	Homo sapiens (Human)	831
Q07889	SOS1_HUMAN	reviewed	Son of sevenless homolog 1 (SOS-1)	SOS1	Homo sapiens (Human)	1333
Q07890	SOS2_HUMAN	reviewed	Son of sevenless homolog 2 (SOS-2)	SOS2	Homo sapiens (Human)	1332
P56693	SOX10_HUMAN	reviewed	Transcription factor SOX-10	SOX10	Homo sapiens (Human)	466
O00570	SOX1_HUMAN	reviewed	Transcription factor SOX-1	SOX1	Homo sapiens (Human)	391
O94993	SOX30_HUMAN	reviewed	Transcription factor SOX-30	SOX30	Homo sapiens (Human)	753
Q06945	SOX4_HUMAN	reviewed	Transcription factor SOX-4	SOX4	Homo sapiens (Human)	474
P35712	SOX6_HUMAN	reviewed	Transcription factor SOX-6	SOX6	Homo sapiens (Human)	828
P48436	SOX9_HUMAN	reviewed	Transcription factor SOX-9	SOX9	Homo sapiens (Human)	509
P23497	SP100_HUMAN	reviewed	Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa)	SP100	Homo sapiens (Human)	879
Q15506	SP17_HUMAN	reviewed	Sperm surface protein Sp17 (Cancer/testis antigen 22) (CT22) (Sp17-1) (Sperm autoantigenic protein 17) (Sperm protein 17)	SPA17 SP17	Homo sapiens (Human)	151
P08047	SP1_HUMAN	reviewed	Transcription factor Sp1	SP1 TSFP1	Homo sapiens (Human)	785
Q02447	SP3_HUMAN	reviewed	Transcription factor Sp3 (SPR-2)	SP3	Homo sapiens (Human)	781
Q96R06	SPAG5_HUMAN	reviewed	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	SPAG5	Homo sapiens (Human)	1193
Q99932	SPAG8_HUMAN	reviewed	Sperm-associated antigen 8 (HSD-1) (Sperm membrane protein 1) (SMP-1) (Sperm membrane protein BS-84)	SPAG8	Homo sapiens (Human)	485
Q9UM82	SPAT2_HUMAN	reviewed	Spermatogenesis-associated protein 2	SPATA2 KIAA0757 PD1	Homo sapiens (Human)	520
P50453	SPB9_HUMAN	reviewed	Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)	SERPINB9 PI9	Homo sapiens (Human)	376
Q9HBM1	SPC25_HUMAN	reviewed	Kinetochore protein Spc25 (hSpc25)	SPC25 SPBC25 AD024	Homo sapiens (Human)	224
Q15005	SPCS2_HUMAN	reviewed	Signal peptidase complex subunit 2 (EC 3.4.-.-) (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)	SPCS2 KIAA0102 SPC25	Homo sapiens (Human)	226
