Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q13516	OLIG2_HUMAN	reviewed	Oligodendrocyte transcription factor 2 (Oligo2) (Class B basic helix-loop-helix protein 1) (bHLHb1) (Class E basic helix-loop-helix protein 19) (bHLHe19) (Protein kinase C-binding protein 2) (Protein kinase C-binding protein RACK17)	OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17	Homo sapiens (Human)	323
Q9P126	CLC1B_HUMAN	reviewed	C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)	229
P13994	CC130_HUMAN	reviewed	Coiled-coil domain-containing protein 130 (9 kDa protein)	CCDC130 SB115	Homo sapiens (Human)	396
Q7L8J4	3BP5L_HUMAN	reviewed	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133	Homo sapiens (Human)	393
P63151	2ABA_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)	PPP2R2A	Homo sapiens (Human)	447
Q16352	AINX_HUMAN	reviewed	Alpha-internexin (Alpha-Inx) (66 kDa neurofilament protein) (NF-66) (Neurofilament-66) (Neurofilament 5)	INA NEF5	Homo sapiens (Human)	499
Q00839	HNRPU_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	HNRNPU C1orf199 HNRPU SAFA U21.1	Homo sapiens (Human)	825
Q8WY41	NANO1_HUMAN	reviewed	Nanos homolog 1 (NOS-1) (EC_Rep1a)	NANOS1 NOS1	Homo sapiens (Human)	292
Q8N4P3	MESH1_HUMAN	reviewed	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)	HDDC3 MESH1	Homo sapiens (Human)	179
Q9XRX5	HHLA3_HUMAN	reviewed	HERV-H LTR-associating protein 3 (Human endogenous retrovirus-H long terminal repeat-associating protein 3)	HHLA3	Homo sapiens (Human)	114
Q9Y6C2	EMIL1_HUMAN	reviewed	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	EMILIN1 EMI	Homo sapiens (Human)	1016
Q14765	STAT4_HUMAN	reviewed	Signal transducer and activator of transcription 4	STAT4	Homo sapiens (Human)	748
P41567	EIF1_HUMAN	reviewed	Eukaryotic translation initiation factor 1 (eIF1) (A121) (Protein translation factor SUI1 homolog) (Sui1iso1)	EIF1 SUI1	Homo sapiens (Human)	113
P17050	NAGAB_HUMAN	reviewed	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	NAGA	Homo sapiens (Human)	411
A2RRP1	NBAS_HUMAN	reviewed	Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)	NBAS NAG	Homo sapiens (Human)	2371
Q4ZG05	Q4ZG05_HUMAN	unreviewed	Uncharacterized protein NAG (Fragment)	NAG	Homo sapiens (Human)	37
Q96DV6	Q96DV6_HUMAN	unreviewed	40S ribosomal protein S6	RPS6	Homo sapiens (Human)	249
Q5SXX4	Q5SXX4_HUMAN	unreviewed	Ethanolamine kinase 2	ETNK2	Homo sapiens (Human)	68
Q9NVF9	EKI2_HUMAN	reviewed	Ethanolamine kinase 2 (EKI 2) (EC 2.7.1.82) (Ethanolamine kinase-like protein)	ETNK2 EKI2 HMFT1716	Homo sapiens (Human)	386
Q7L523	RRAGA_HUMAN	reviewed	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	RRAGA	Homo sapiens (Human)	313
Q9P1U0	RPA12_HUMAN	reviewed	DNA-directed RNA polymerase I subunit RPA12 (DNA-directed RNA polymerase I subunit H) (Zinc ribbon domain-containing protein 1)	POLR1H RPA12 ZNRD1	Homo sapiens (Human)	126
Q9Y314	NOSIP_HUMAN	reviewed	Nitric oxide synthase-interacting protein (E3 ubiquitin-protein ligase NOSIP) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase NOSIP) (eNOS-interacting protein)	NOSIP CGI-25	Homo sapiens (Human)	301
Q8IVI9	NOSTN_HUMAN	reviewed	Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)	NOSTRIN	Homo sapiens (Human)	506
Q9Y644	RFNG_HUMAN	reviewed	Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	RFNG	Homo sapiens (Human)	331
Q9NR61	DLL4_HUMAN	reviewed	Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4)	DLL4 UNQ1895/PRO4341	Homo sapiens (Human)	685
P62875	RPAB5_HUMAN	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)	POLR2L	Homo sapiens (Human)	67
P69905	HBA_HUMAN	reviewed	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)	HBA1; HBA2	Homo sapiens (Human)	142
Q9BTV5	FSD1_HUMAN	reviewed	Fibronectin type III and SPRY domain-containing protein 1 (MID1-related protein 1) (Microtubule-associated protein GLFND)	FSD1 GLFND MIR1 VLP27	Homo sapiens (Human)	496
Q92890	UFD1_HUMAN	reviewed	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307
Q9HBZ2	ARNT2_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (Class E basic helix-loop-helix protein 1) (bHLHe1)	ARNT2 BHLHE1 KIAA0307	Homo sapiens (Human)	717
Q8NG41	NPB_HUMAN	reviewed	Neuropeptide B (Preproprotein L7) (hPPL7) [Cleaved into: Neuropeptide B-23 (NPB23) (hL7); Neuropeptide B-29 (NPB29) (hL7C)]	NPB PPL7 PPNPB	Homo sapiens (Human)	125
Q9Y5X5	NPFF2_HUMAN	reviewed	Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77) (Neuropeptide G-protein coupled receptor)	NPFFR2 GPR74 NPFF2 NPGPR	Homo sapiens (Human)	522
Q96KN7	RPGR1_HUMAN	reviewed	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	RPGRIP1	Homo sapiens (Human)	1286
P34913	HYES_HUMAN	reviewed	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	EPHX2	Homo sapiens (Human)	555
P47972	NPTX2_HUMAN	reviewed	Neuronal pentraxin-2 (NP2) (Neuronal pentraxin II) (NP-II)	NPTX2	Homo sapiens (Human)	431
P48146	NPBW2_HUMAN	reviewed	Neuropeptides B/W receptor type 2 (G-protein coupled receptor 8)	NPBWR2 GPR8	Homo sapiens (Human)	333
P10082	PYY_HUMAN	reviewed	Peptide YY (PYY) (PYY-I) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)]	PYY	Homo sapiens (Human)	97
Q86VZ6	JAZF1_HUMAN	reviewed	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	JAZF1 TIP27 ZNF802	Homo sapiens (Human)	243
Q7L2E3	DHX30_HUMAN	reviewed	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	DHX30 DDX30 KIAA0890	Homo sapiens (Human)	1194
Q15466	NR0B2_HUMAN	reviewed	Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner)	NR0B2 SHP	Homo sapiens (Human)	257
Q9Y3B4	SF3B6_HUMAN	reviewed	Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006	Homo sapiens (Human)	125
A2A2V4	A2A2V4_HUMAN	unreviewed	Vascular endothelial growth factor A (Vascular permeability factor)	VEGFA	Homo sapiens (Human)	163
P49763	PLGF_HUMAN	reviewed	Placenta growth factor (PlGF)	PGF PGFL PLGF	Homo sapiens (Human)	221
Q6WZM0	Q6WZM0_HUMAN	unreviewed	Vascular endothelial growth factor A splice variant VEGF 117	VEGF	Homo sapiens (Human)	143
Q14563	SEM3A_HUMAN	reviewed	Semaphorin-3A (Semaphorin III) (Sema III)	SEMA3A SEMAD	Homo sapiens (Human)	771
Q13214	SEM3B_HUMAN	reviewed	Semaphorin-3B (Sema A(V)) (Semaphorin-V) (Sema V)	SEMA3B SEMA5 SEMAA	Homo sapiens (Human)	749
Q99985	SEM3C_HUMAN	reviewed	Semaphorin-3C (Semaphorin-E) (Sema E)	SEMA3C SEMAE	Homo sapiens (Human)	751
O95025	SEM3D_HUMAN	reviewed	Semaphorin-3D	SEMA3D UNQ760/PRO1491	Homo sapiens (Human)	777
O15041	SEM3E_HUMAN	reviewed	Semaphorin-3E	SEMA3E KIAA0331 SEMAH	Homo sapiens (Human)	775
Q13275	SEM3F_HUMAN	reviewed	Semaphorin-3F (Sema III/F) (Semaphorin IV) (Sema IV)	SEMA3F	Homo sapiens (Human)	785
P49765	VEGFB_HUMAN	reviewed	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	VEGFB VRF	Homo sapiens (Human)	207
P49767	VEGFC_HUMAN	reviewed	Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP)	VEGFC	Homo sapiens (Human)	419
O00451	GFRA2_HUMAN	reviewed	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	Homo sapiens (Human)	464
Q9Y6X6	MYO16_HUMAN	reviewed	Unconventional myosin-XVI (Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 3) (Unconventional myosin-16)	MYO16 KIAA0865 MYO16B NYAP3	Homo sapiens (Human)	1858
P58417	NXPH1_HUMAN	reviewed	Neurexophilin-1	NXPH1 NPH1 Nbla00697	Homo sapiens (Human)	271
O15018	PDZD2_HUMAN	reviewed	PDZ domain-containing protein 2 (Activated in prostate cancer protein) (PDZ domain-containing protein 3) [Cleaved into: Processed PDZ domain-containing protein 2]	PDZD2 AIPC KIAA0300 PDZK3	Homo sapiens (Human)	2839
O43166	SI1L1_HUMAN	reviewed	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1)	SIPA1L1 E6TP1 KIAA0440	Homo sapiens (Human)	1804
Q9Y421	FA32A_HUMAN	reviewed	Protein FAM32A (Ovarian tumor-associated gene 12) (OTAG-12)	FAM32A OTAG12 CGI-144	Homo sapiens (Human)	112
Q92990	GLMN_HUMAN	reviewed	Glomulin (FK506-binding protein-associated protein) (FAP) (FKBP-associated protein)	GLMN FAP48 FAP68 VMGLOM	Homo sapiens (Human)	594
Q05469	LIPS_HUMAN	reviewed	Hormone-sensitive lipase (HSL) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (EC 3.1.1.23) (Retinyl ester hydrolase) (REH)	LIPE	Homo sapiens (Human)	1076
P35268	RL22_HUMAN	reviewed	60S ribosomal protein L22 (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15) (Large ribosomal subunit protein eL22)	RPL22	Homo sapiens (Human)	128
P37108	SRP14_HUMAN	reviewed	Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)	SRP14	Homo sapiens (Human)	136
Q9NWW0	HPIP_HUMAN	reviewed	Host cell factor C1 regulator 1 (HCF-1 beta-propeller-interacting protein)	HCFC1R1 HPIP	Homo sapiens (Human)	138
Q96KG9	SCYL1_HUMAN	reviewed	N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019	Homo sapiens (Human)	808
Q9HAF8	Q9HAF8_HUMAN		Deleted.			
Q9BVN2	RUSC1_HUMAN	reviewed	RUN and SH3 domain-containing protein 1 (New molecule containing SH3 at the carboxy-terminus) (Nesca)	RUSC1 NESCA	Homo sapiens (Human)	902
Q8WUM0	NU133_HUMAN	reviewed	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	NUP133	Homo sapiens (Human)	1156
O43592	XPOT_HUMAN	reviewed	Exportin-T (Exportin(tRNA)) (tRNA exportin)	XPOT	Homo sapiens (Human)	962
Q8N1F7	NUP93_HUMAN	reviewed	Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93)	NUP93 KIAA0095	Homo sapiens (Human)	819
Q99567	NUP88_HUMAN	reviewed	Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup88)	NUP88	Homo sapiens (Human)	741
O15294	OGT1_HUMAN	reviewed	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	OGT	Homo sapiens (Human)	1046
O76027	ANXA9_HUMAN	reviewed	Annexin A9 (Annexin XXXI) (Annexin-31) (Annexin-9) (Pemphaxin)	ANXA9 ANX31	Homo sapiens (Human)	345
Q9GZU0	CF062_HUMAN	reviewed	Uncharacterized protein C6orf62 (HBV X-transactivated gene 12 protein) (HBV XAg-transactivated protein 12)	C6orf62 XTP12 Nbla00237	Homo sapiens (Human)	229
Q9NX08	COMD8_HUMAN	reviewed	COMM domain-containing protein 8	COMMD8 MDS022	Homo sapiens (Human)	183
Q5VVX3	Q5VVX3_HUMAN		Deleted.			
Q71RF8	Q71RF8_HUMAN	unreviewed	FP3235 (Queuine tRNA-ribosyltransferase 1 (TRNA-guanine transglycosylase), isoform CRA_b)	QTRT1 hCG_2033722	Homo sapiens (Human)	225
Q9BXR0	TGT_HUMAN	reviewed	Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	QTRT1 TGT TGUT	Homo sapiens (Human)	403
Q06787	FMR1_HUMAN	reviewed	Synaptic functional regulator FMR1 (Fragile X mental retardation protein 1) (FMRP) (Protein FMR-1)	FMR1	Homo sapiens (Human)	632
P35542	SAA4_HUMAN	reviewed	Serum amyloid A-4 protein (Constitutively expressed serum amyloid A protein) (C-SAA)	SAA4 CSAA	Homo sapiens (Human)	130
P18847	ATF3_HUMAN	reviewed	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3	Homo sapiens (Human)	181
Q96QU8	XPO6_HUMAN	reviewed	Exportin-6 (Exp6) (Ran-binding protein 20)	XPO6 KIAA0370 RANBP20	Homo sapiens (Human)	1125
P52948	NUP98_HUMAN	reviewed	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	NUP98 ADAR2	Homo sapiens (Human)	1817
P27701	CD82_HUMAN	reviewed	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82)	CD82 KAI1 SAR2 ST6 TSPAN27	Homo sapiens (Human)	267
Q9BTX1	NDC1_HUMAN	reviewed	Nucleoporin NDC1 (hNDC1) (Transmembrane protein 48)	NDC1 TMEM48	Homo sapiens (Human)	674
Q9UKK6	NXT1_HUMAN	reviewed	NTF2-related export protein 1 (Protein p15)	NXT1	Homo sapiens (Human)	140
Q9NPJ8	NXT2_HUMAN	reviewed	NTF2-related export protein 2 (Protein p15-2)	NXT2 BM-025 DC9	Homo sapiens (Human)	142
Q5H9I2	Q5H9I2_HUMAN		Deleted.			
Q8NBT2	SPC24_HUMAN	reviewed	Kinetochore protein Spc24 (hSpc24)	SPC24 SPBC24	Homo sapiens (Human)	197
Q9BZD4	NUF2_HUMAN	reviewed	Kinetochore protein Nuf2 (hNuf2) (hNuf2R) (hsNuf2) (Cell division cycle-associated protein 1)	NUF2 CDCA1 NUF2R	Homo sapiens (Human)	464
Q9HBM1	SPC25_HUMAN	reviewed	Kinetochore protein Spc25 (hSpc25)	SPC25 SPBC25 AD024	Homo sapiens (Human)	224
O43264	ZW10_HUMAN	reviewed	Centromere/kinetochore protein zw10 homolog	ZW10	Homo sapiens (Human)	779
Q16849	PTPRN_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (Islet cell antigen 512) (ICA 512) (Islet cell autoantigen 3) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]	PTPRN ICA3 ICA512	Homo sapiens (Human)	979
Q9NRH1	YAE1_HUMAN	reviewed	Protein YAE1 homolog (Yae1 domain-containing protein 1)	YAE1 C7orf36 YAE1D1 GK003	Homo sapiens (Human)	226
Q5TEE2	Q5TEE2_HUMAN	unreviewed	Histone deacetylase (EC 3.5.1.98) (Fragment)	HDAC1	Homo sapiens (Human)	211
Q96AY4	TTC28_HUMAN	reviewed	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	TTC28 KIAA1043 TPRBK	Homo sapiens (Human)	2481
P61225	RAP2B_HUMAN	reviewed	Ras-related protein Rap-2b (EC 3.6.5.2)	RAP2B	Homo sapiens (Human)	183
Q5T0N5	FBP1L_HUMAN	reviewed	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	FNBP1L C1orf39 TOCA1	Homo sapiens (Human)	605
Q9UHJ3	SMBT1_HUMAN	reviewed	Scm-like with four MBT domains protein 1 (hSFMBT) (Renal ubiquitous protein 1)	SFMBT1 RU1	Homo sapiens (Human)	866
Q76G19	PDZD4_HUMAN	reviewed	PDZ domain-containing protein 4 (PDZ domain-containing RING finger protein 4-like protein)	PDZD4 KIAA1444 PDZK4 PDZRN4L	Homo sapiens (Human)	769
Q8N3P8	Q8N3P8_HUMAN	unreviewed	Zinc finger protein 334	ZNF334 DKFZp572F2170	Homo sapiens (Human)	703
P09017	HXC4_HUMAN	reviewed	Homeobox protein Hox-C4 (Homeobox protein CP19) (Homeobox protein Hox-3E)	HOXC4 HOX3E	Homo sapiens (Human)	264
Q9P0L0	VAPA_HUMAN	reviewed	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	VAPA VAP33	Homo sapiens (Human)	249
Q8TBA6	GOGA5_HUMAN	reviewed	Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein)	GOLGA5 RETII RFG5 PIG31	Homo sapiens (Human)	731
P21953	ODBB_HUMAN	reviewed	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)	BCKDHB	Homo sapiens (Human)	392
Q9P0Z9	SOX_HUMAN	reviewed	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)	PIPOX LPIPOX PSO	Homo sapiens (Human)	390
Q5BJF6	ODFP2_HUMAN	reviewed	Outer dense fiber protein 2 (Cenexin) (Outer dense fiber of sperm tails protein 2)	ODF2	Homo sapiens (Human)	829
P11177	ODPB_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	PDHB PHE1B	Homo sapiens (Human)	359
Q15120	PDK3_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	PDK3 PDHK3	Homo sapiens (Human)	406
O00548	DLL1_HUMAN	reviewed	Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1)	DLL1 UNQ146/PRO172	Homo sapiens (Human)	723
Q9H1M0	N62CL_HUMAN	reviewed	Nucleoporin-62 C-terminal-like protein	NUP62CL NUP62L	Homo sapiens (Human)	184
Q96K27	Q96K27_HUMAN		Deleted.			
Q9Y5K8	VATD_HUMAN	reviewed	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	ATP6V1D ATP6M VATD	Homo sapiens (Human)	247
Q7Z774	Q7Z774_HUMAN		Deleted.			
P01909	DQA1_HUMAN	reviewed	HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1)	HLA-DQA1	Homo sapiens (Human)	254
P09668	CATH_HUMAN	reviewed	Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain]	CTSH CPSB	Homo sapiens (Human)	335
P25774	CATS_HUMAN	reviewed	Cathepsin S (EC 3.4.22.27)	CTSS	Homo sapiens (Human)	331
Q9UGC6	RGS17_HUMAN	reviewed	Regulator of G-protein signaling 17 (RGS17)	RGS17 RGSZ2	Homo sapiens (Human)	210
Q13797	ITA9_HUMAN	reviewed	Integrin alpha-9 (Integrin alpha-RLC)	ITGA9	Homo sapiens (Human)	1035
Q8IUW5	RELL1_HUMAN	reviewed	RELT-like protein 1	RELL1 PSEC0162	Homo sapiens (Human)	271
P55011	S12A2_HUMAN	reviewed	Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2)	SLC12A2 NKCC1	Homo sapiens (Human)	1212
Q9UNH5	CC14A_HUMAN	reviewed	Dual specificity protein phosphatase CDC14A (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog A)	CDC14A	Homo sapiens (Human)	594
Q9BY41	HDAC8_HUMAN	reviewed	Histone deacetylase 8 (HD8) (EC 3.5.1.98)	HDAC8 HDACL1 CDA07	Homo sapiens (Human)	377
Q8IWT3	CUL9_HUMAN	reviewed	Cullin-9 (CUL-9) (UbcH7-associated protein 1) (p53-associated parkin-like cytoplasmic protein)	CUL9 H7AP1 KIAA0708 PARC	Homo sapiens (Human)	2517
Q53T94	TAF1B_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit B (RNA polymerase I-specific TBP-associated factor 63 kDa) (TAFI63) (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B) (Transcription initiation factor SL1/TIF-IB subunit B)	TAF1B	Homo sapiens (Human)	588
Q7LG56	RIR2B_HUMAN	reviewed	Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2)	RRM2B P53R2	Homo sapiens (Human)	351
P31350	RIR2_HUMAN	reviewed	Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit)	RRM2 RR2	Homo sapiens (Human)	389
Q15573	TAF1A_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit A (RNA polymerase I-specific TBP-associated factor 48 kDa) (TAFI48) (TATA box-binding protein-associated factor 1A) (TBP-associated factor 1A) (Transcription factor SL1) (Transcription initiation factor SL1/TIF-IB subunit A)	TAF1A	Homo sapiens (Human)	450
Q15572	TAF1C_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)	TAF1C	Homo sapiens (Human)	869
Q99986	VRK1_HUMAN	reviewed	Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1)	VRK1	Homo sapiens (Human)	396
Q9P2P5	HECW2_HUMAN	reviewed	E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)	HECW2 KIAA1301 NEDL2	Homo sapiens (Human)	1572
Q9NSK0	KLC4_HUMAN	reviewed	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	KLC4 KNSL8	Homo sapiens (Human)	619
